Project Name,Test Suite Name,Test Method Name,Category,File Extension
alien4cloud,LdapAuthenticationProviderTest,testLdapUserImport,OD,java
activemq,StompAutoNioSslTest,testTransformationNotOverrideSubscription,ID,java
activemq,StompAutoNioSslTest,testTransformationReceiveJSONObject,ID,java
activemq,StompAutoNioSslTest,testTransformationReceiveObject,ID,java
activemq,StompAutoNioSslTest,testTransformationReceiveXMLObject,ID,java
activemq,StompAutoNioSslTest,testTransformationReceiveXMLObjectAndMap,ID,java
activemq,StompAutoNioSslTest,testTransformationSubscribeXML,ID,java
activemq,StompAutoNioTest,testTransformationNotOverrideSubscription,ID,java
activemq,StompAutoNioTest,testTransformationReceiveJSONObject,ID,java
activemq,StompAutoNioTest,testTransformationReceiveObject,ID,java
activemq,StompAutoSslTest,testTransformationNotOverrideSubscription,ID,java
activemq,StompAutoSslTest,testTransformationReceiveObject,ID,java
activemq,StompAutoSslTest,testTransformationReceiveXMLObject,ID,java
activemq,StompAutoSslTest,testTransformationReceiveXMLObjectAndMap,ID,java
activemq,StompAutoSslTest,testTransformationSubscribeXML,ID,java
activemq,StompAutoTest,testTransformationReceiveJSONObject,ID,java
activemq,StompAutoTest,testTransformationReceiveObject,ID,java
activemq,StompAutoTest,testTransformationReceiveXMLObject,ID,java
activemq,StompAutoTest,testTransformationReceiveXMLObjectAndMap,ID,java
activemq,StompAutoTest,testTransformationSubscribeXML,ID,java
activemq,StompNIOSSLTest,testTransformationNotOverrideSubscription,ID,java
activemq,StompNIOSSLTest,testTransformationReceiveJSONObject,ID,java
activemq,StompNIOSSLTest,testTransformationReceiveXMLObject,ID,java
activemq,StompNIOSSLTest,testTransformationReceiveXMLObjectAndMap,ID,java
activemq,StompNIOSSLTest,testTransformationSubscribeXML,ID,java
activemq,StompNIOTest,testTransformationNotOverrideSubscription,ID,java
activemq,StompNIOTest,testTransformationReceiveJSONObject,ID,java
activemq,StompNIOTest,testTransformationReceiveObject,ID,java
activemq,StompNIOTest,testTransformationReceiveXMLObject,ID,java
activemq,StompNIOTest,testTransformationReceiveXMLObjectAndMap,ID,java
activemq,StompNIOTest,testTransformationSubscribeXML,ID,java
activemq,StompSslAuthTest,testTransformationNotOverrideSubscription,ID,java
activemq,StompSslAuthTest,testTransformationReceiveJSONObject,ID,java
activemq,StompSslAuthTest,testTransformationReceiveObject,ID,java
activemq,StompSslAuthTest,testTransformationReceiveXMLObject,ID,java
activemq,StompSslAuthTest,testTransformationReceiveXMLObjectAndMap,ID,java
activemq,StompSslAuthTest,testTransformationSubscribeXML,ID,java
activemq,StompSslTest,testTransformationReceiveJSONObject,ID,java
activemq,StompSslTest,testTransformationReceiveObject,ID,java
activemq,StompSslTest,testTransformationReceiveXMLObjectAndMap,ID,java
activemq,StompSslTest,testTransformationSubscribeXML,ID,java
commons-collections,DualHashBidiMapTest,testBidiKeySetValuesOrder,ID,java
commons-lang,ReflectionToStringBuilderSummaryTest,testSummary,ID,java
curator,TestReconfiguration,testAdd,ID,java
curator,TestReconfiguration,testAddAndRemove,ID,java
curator,TestReconfiguration,testAddAndRemoveWithEmptyList,ID,java
curator,TestReconfiguration,testAddAsync,ID,java
curator,TestReconfiguration,testBasicGetConfig,ID,java
curator,TestReconfiguration,testNewMembersWithEmptyList,ID,java
curator,TestReconfiguration,testRemoveWithChroot,ID,java
curator,TestJsonInstanceSerializerCompatibility,testCompatibilityMode,ID,java
cxf,AttachmentUtilTest,bigIntAsAttachmentMaxSize,OD-Vic,java
cxf,AttachmentUtilTest,byteAsAttachmentMaxSize,OD-Vic,java
cxf,AttachmentUtilTest,fileAsAttachmentDirectory,OD-Vic,java
cxf,AttachmentUtilTest,integerAsAttachmentMaxSize,OD-Vic,java
cxf,AttachmentUtilTest,longAsAttachmentMaxSize,OD-Vic,java
cxf,AttachmentUtilTest,numberStringAsAttachmentMaxSize,OD-Vic,java
cxf,AttachmentUtilTest,shortAsAttachmentMaxSize,OD-Vic,java
cxf,AttachmentUtilTest,stringAsAttachmentDirectory,OD-Vic,java
cxf,CacheAndWriteOutputStreamTest,testDeleteTmpFile,OD-Brit,java
cxf,CachedOutputStreamTest,testDeleteTmpFile,OD-Brit,java
dolphinscheduler,params,testGetParamsJson,ID,java
dubbo,FstObjectInputTest,testEmptyByteArrayForEmptyInput,OD-Vic,java
dubbo,PojoUtilsTest,testArrayToCollection,OD-Vic,java
dubbo,PojoUtilsTest,testCollectionToArray,OD-Vic,java
dubbo,PojoUtilsTest,testListPojoListPojo,OD-Vic,java
dubbo,PojoUtilsTest,testMapField,OD-Vic,java
dubbo,PojoUtilsTest,testPojoList,OD-Vic,java
dubbo,PojoUtilsTest,testPublicField,OD-Vic,java
dubbo,PojoUtilsTest,testRealizeLinkedList,OD-Vic,java
dubbo,PojoUtilsTest,testStackOverflow,OD-Vic,java
dubbo,PojoUtilsTest,test_has_no_nullary_constructor_pojo,OD-Vic,java
dubbo,PojoUtilsTest,test_LoopPojoInList,OD-Vic,java
dubbo,PojoUtilsTest,test_LoopPojoInMap,OD-Vic,java
dubbo,PojoUtilsTest,test_Loop_pojo,OD-Vic,java
dubbo,PojoUtilsTest,test_Map_List_pojo,OD-Vic,java
dubbo,PojoUtilsTest,test_pojo,OD-Vic,java
dubbo,PojoUtilsTest,test_PojoArray,OD-Vic,java
dubbo,PojoUtilsTest,test_PojoInList,OD-Vic,java
dubbo,PojoUtilsTest,test_simpleCollection,OD-Vic,java
dubbo,PojoUtilsTest,test_total,OD-Vic,java
dubbo,PojoUtilsTest,test_total_Array,OD-Vic,java
dubbo,ChangeTelnetHandlerTest,testChangeServiceNotExport,OD-Vic,java
dubbo,PortTelnetHandlerTest,testListAllPort,OD-Vic,java
dubbo,PortTelnetHandlerTest,testListDetail,OD-Vic,java
dubbo,JavassistProxyFactoryTest,testGetInvoker,OD-Vic,java
dubbo,JdkProxyFactoryTest,testGetInvoker,OD-Vic,java
flink,FileStateBackendMigrationTest,testKeyedMapStateAsIs,ID,java
flink,FileStateBackendMigrationTest,testKeyedMapStateSerializerReconfiguration,ID,java
flink,FileStateBackendMigrationTest,testKeyedMapStateStateMigration,ID,java
flink,SlotAllocationTest,testCoOperation,ID,java
flink,SlotAllocationTest,testUnion,ID,java
hadoop,TestRpcProgramNfs3,testAccess,OD-Vic,java
hadoop,TestRpcProgramNfs3,testCommit,OD-Vic,java
hadoop,TestRpcProgramNfs3,testCreate,OD-Vic,java
hadoop,TestRpcProgramNfs3,testEncryptedReadWrite,OD,java
hadoop,TestRpcProgramNfs3,testFsinfo,OD-Vic,java
hadoop,TestRpcProgramNfs3,testFsstat,OD-Vic,java
hadoop,TestRpcProgramNfs3,testGetattr,OD-Vic,java
hadoop,TestRpcProgramNfs3,testLookup,OD-Vic,java
hadoop,TestRpcProgramNfs3,testMkdir,OD-Vic,java
hadoop,TestRpcProgramNfs3,testPathconf,OD-Vic,java
hadoop,TestRpcProgramNfs3,testRead,OD-Vic,java
hadoop,TestRpcProgramNfs3,testReaddir,OD-Vic,java
hadoop,TestRpcProgramNfs3,testReaddirplus,OD-Vic,java
hadoop,TestRpcProgramNfs3,testReadlink,OD-Vic,java
hadoop,TestRpcProgramNfs3,testRemove,OD-Vic,java
hadoop,TestRpcProgramNfs3,testRename,OD-Vic,java
hadoop,TestRpcProgramNfs3,testRmdir,OD-Vic,java
hadoop,TestRpcProgramNfs3,testSetattr,OD-Vic,java
hadoop,TestRpcProgramNfs3,testSymlink,OD-Vic,java
hadoop,TestRpcProgramNfs3,testWrite,OD-Vic,java
hadoop,TestMetricsSystemImpl,testInitFirstVerifyCallBacks,ID,java
hadoop,TestMetricsSystemImpl,testInitFirstVerifyStopInvokedImmediately,ID,java
hop,DatabaseLookupMetaTest,testProvidesModelerMeta,ID,java
hop,PropertyInputContentParsingTest,testDefaultOptions,ID,java
ignite-3,IgniteCliInterfaceTest$Cluster,initSuccess,ID,java
ignite-3,ConfigurationAsmGeneratorTest,testPolymorphicErrors,ID,java
ignite-3,RocksDbSortedIndexStorageTest,testEmptyRange,ID,java
ignite-3,RocksDbSortedIndexStorageTest,testRowSerialization,ID,java
ignite-3,RocksDbMvPartitionStorageTest,abortOfInsertMakesRowNonExistentForReadByTimestamp,ID,java
ignite-3,RocksDbMvPartitionStorageTest,abortOfInsertMakesRowNonExistentForReadWithTxId,ID,java
ignite-3,RocksDbMvPartitionStorageTest,abortWriteRemovesUncommittedVersion,ID,java
ignite-3,RocksDbMvPartitionStorageTest,abortWriteReturnsTheRemovedVersion,ID,java
ignite-3,RocksDbMvPartitionStorageTest,addWriteReturnsNullIfNoUncommittedVersionExists,ID,java
ignite-3,RocksDbMvPartitionStorageTest,addWriteReturnsUncommittedVersionIfItExists,ID,java
ignite-3,RocksDbMvPartitionStorageTest,addWriteWithDifferentTxIdThrows,ID,java
ignite-3,RocksDbMvPartitionStorageTest,afterRemovalPreviousVersionRemainsAccessibleByTimestamp,ID,java
ignite-3,RocksDbMvPartitionStorageTest,afterRemovalReadByLatestTimestampFindsNothing,ID,java
ignite-3,RocksDbMvPartitionStorageTest,afterRemovalReadWithTxIdFindsNothing,ID,java
ignite-3,RocksDbMvPartitionStorageTest,commitAndAbortWriteNoOpIfNoUncommittedVersionExists,ID,java
ignite-3,RocksDbMvPartitionStorageTest,commitWriteMakesVersionAvailableToReadByTimestamp,ID,java
ignite-3,RocksDbMvPartitionStorageTest,readByExactlyCommitTimestampFindsRow,ID,java
ignite-3,RocksDbMvPartitionStorageTest,readByTimestampAfterCommitTimestampFindsRow,ID,java
ignite-3,RocksDbMvPartitionStorageTest,readByTimestampAfterWriteFindsUncommittedVersion,ID,java
ignite-3,RocksDbMvPartitionStorageTest,readByTimestampBeforeFirstVersionCommitTimestampFindsNothing,ID,java
ignite-3,RocksDbMvPartitionStorageTest,readByTimestampBetweenVersionsFindsPreviousVersion,ID,java
ignite-3,RocksDbMvPartitionStorageTest,readByTimestampOfLastVersionFindsLastVersion,ID,java
ignite-3,RocksDbMvPartitionStorageTest,readByTimestampOfPreviousVersionFindsPreviousVersion,ID,java
ignite-3,RocksDbMvPartitionStorageTest,readOfCommittedRowWithAnyTransactionIdReturnsTheRow,ID,java
ignite-3,RocksDbMvPartitionStorageTest,readOfUncommittedRowWithCorrespondingTransactionIdReturnsTheRow,ID,java
ignite-3,RocksDbMvPartitionStorageTest,readsCommittedVersionEvenWhenThereIsCommittedVersionBeforeIt,ID,java
ignite-3,RocksDbMvPartitionStorageTest,readsUncommittedVersionEvenWhenThereIsCommittedVersionBeforeIt,ID,java
ignite-3,RocksDbMvPartitionStorageTest,removalReturnsNullIfNoUncommittedVersionExists,ID,java
ignite-3,RocksDbMvPartitionStorageTest,removalReturnsUncommittedRowVersionIfItExists,ID,java
ignite-3,RocksDbMvPartitionStorageTest,secondUncommittedWriteWithSameTxIdReplacesExistingUncommittedWrite,ID,java
ignite-3,RocksDbMvPartitionStorageTest,testAbortWrite,ID,java
ignite-3,RocksDbMvPartitionStorageTest,testAddWrite,ID,java
ignite-3,RocksDbMvPartitionStorageTest,testCommitWrite,ID,java
ignite-3,RocksDbMvPartitionStorageTest,testReadsFromEmpty,ID,java
ignite-3,RocksDbMvPartitionStorageTest,testScan,ID,java
ignite-3,RocksDbMvPartitionStorageTest,testScanOverEmpty,ID,java
ignite-3,RocksDbMvPartitionStorageTest,testTransactionScanCursorInvariants,ID,java
ignite-3,RocksDbStorageEngineTest,testCreateTableWithDefaultDataRegion(TableConfiguration),ID,java
ignite-3,RocksDbStorageEngineTest,testCreateTableWithDynamicCustomDataRegion(TableConfiguration),ID,java
ignite-3,TableManagerTest,tableManagerStopTest,ID,java
ignite-3,TableManagerTest,testApiTableManagerOnStop,ID,java
ignite-3,TableManagerTest,testChangePeersAsyncRetryLogic,ID,java
ignite-3,TableManagerTest,testCreateTable,ID,java
ignite-3,TableManagerTest,testDoubledCreateTable,ID,java
ignite-3,TableManagerTest,testDropTable,ID,java
ignite-3,TableManagerTest,testGetTableDuringCreation,ID,java
ignite-3,TableManagerTest,testInternalApiTableManagerOnStop,ID,java
ignite-3,TableManagerTest,testPreconfiguredTable,ID,java
incubator-kie-drools,RuleWorksheetParse2Test,packageLevelAttributesShouldNotBeDuplicated,ID,java
incubator-kie-drools,RuleWorksheetParseFromFileTest,testWorkbookParse,ID,java
incubator-ratis,TestLeaderElectionMetrics,testOnLeaderElectionCompletion,OD,java
incubator-shardingsphere,ShardingSphereDataSourceMetaDataTest,assertGetAllInstanceDataSourceNamesForShardingRule,ID,java
incubator-shardingsphere,ConfigurationServiceTest,assertPersistConfigurationForMasterSlaveRuleWithAuthenticationAndIsNotOverwriteAndConfigurationIsNotExisted,ID,java
incubator-shardingsphere,ConfigurationServiceTest,assertPersistConfigurationForMasterSlaveRuleWithAuthenticationAndIsOverwrite,ID,java
incubator-shardingsphere,ConfigurationServiceTest,assertPersistConfigurationForShardingRuleWithAuthenticationAndIsNotOverwriteAndConfigurationIsNotExisted,ID,java
incubator-shardingsphere,ConfigurationServiceTest,assertPersistConfigurationForShardingRuleWithAuthenticationAndIsOverwrite,ID,java
kylin,DefaultAssignerTest,reBalanceTest,ID,java
nifi,CompositeUserGroupProviderTest,testMultipleProvidersWithCollaboratingUserGroupProvider,ID,java
nifi,CompositeUserGroupProviderTest,testMultipleProvidersWithConflictingUsers,ID,java
nifi,TestMergeContent,testDefragmentMultipleMingledSegments,ID,java
nifi,TestParseCEF,testCustomValidator,ID,java
nifi,TestSegmentContent,test,ID,java
opennlp,NgramLanguageModelTest,testBigram,ID,java
opennlp,NgramLanguageModelTest,testNgramModel,ID,java
opennlp,NgramLanguageModelTest,testTrigram,ID,java
opennlp,NaiveBayesSerializedCorrectnessTest,testPlainTextModel,ID,java
sedona,GeoJsonIOTest,testReadWriteGeoJson,ID,java
shardingsphere-elasticjob,JobEventRdbStorageTest,assertAddJobStatusTraceEventWhenFailoverWithTaskFailedState,NIO,java
shardingsphere-elasticjob,JobEventRdbStorageTest,assertAddJobStatusTraceEventWhenFailoverWithTaskStagingState,NIO,java
shardingsphere-elasticjob,FailoverServiceTest,assertGetLocalFailoverItemsIfShutdown,OD-Vic,java
shardingsphere-elasticjob,TriggerListenerManagerTest,assertTriggerWhenJobIsNotRunning,OD,java
shardingsphere-elasticjob,ShardingListenerManagerTest,assertListenServersChangedJobListenerWhenIsInstanceChangeButJobInstanceIsShutdown,OD,java
shardingsphere-elasticjob,GsonFactoryTest,assertRegisterTypeAdapter,NIO,java
skywalking,consumer,testConsumerLessThanChannel,OD,java
skywalking,consumer,testConsumerMoreThanChannel,OD,java
Struts,SMDMethodInterfaceTest,testBaseClassOnly,ID,java
Struts,SMDMethodInterfaceTest,testInterfaces,ID,java
Struts,Jsr168DispatcherTest,testProcessAction_ok,OD-Vic,java
Struts,Jsr168DispatcherTest,testRender_ok,OD-Vic,java
Struts,Jsr286DispatcherTest,testProcessAction_ok,OD-Vic,java
Struts,Jsr286DispatcherTest,testRender_ok,OD-Vic,java
Struts,JacksonXmlHandlerTest,testObjectToXml,ID,java
Struts,FreemarkerResultMockedTest,testDynamicAttributesSupport,ID,java
tika,XPSParserTest,testVarious,ID,java
wicket,AbstractDefaultAjaxBehaviorTest,renderAjaxAttributes,ID,java
wicket,AjaxCallbackFunctionTest,testCallbackFunctionWithAll,ID,java
wicket,AjaxCallbackFunctionTest,testCallbackFunctionWithContext,ID,java
wicket,AjaxCallbackFunctionTest,testCallbackFunctionWithConverted,ID,java
wicket,AjaxCallbackFunctionTest,testCallbackFunctionWithExplicit,ID,java
wicket,AjaxCallbackFunctionTest,testCallbackFunctionWithResolved,ID,java
wicket,AjaxCallbackFunctionTest,testDefaultCallbackFunction,ID,java
wicket,AjaxCallbackFunctionTest,testJQueryUIEvent,ID,java
wicket,CollectionFormComponentTest,getSetNullSet,ID,java
wicket,CollectionFormComponentTest,getSetUnmodifiableSet,ID,java
apollo,AppNamespaceServiceWithCacheTest,testAppNamespace,ID,java
apollo,RemoteConfigRepositoryTest,testAssembleQueryConfigUrl,ID,java
biojava,AtomCacheTest,testGetStructureForChainlessDomains,ID;NOD,java
biojava,AtomPositionMapTest,testChains,ID,java
biojava,TestBasePairParameters,testBasePair,ID,java
biojava,TestSubunitCluster,testMergeStructure,ID,java
biojava,TestSubunitExtractor,testHistone,ID,java
biojava,FastaAFPChainConverterTest,testFromFasta,ID,java
biojava,StructureSequenceMatcherTest,testGetProteinSequenceForStructure,ID,java
biojava,TestMMCIFWriting,testBeanAnnotations,ID,java
biojava,TestSecStrucCalc,testMultiModelPred,ID,java
biojava,TestSecStrucCalc,testSecStrucPred,ID,java
biojava,TestQuatSymmetryDetectorExamples,testLocal,ID,java
biojava,TestAtomCache,testAtomCacheNameParsing,ID,java
biojava,TestNucleotides,test1OFX,ID,java
biojava,TestParsingCalcium,testCalciumParsing,ID,java
biojava,TestStructureSerialization,testSerializeStructure,ID,java
javacpp,javacpp,BufferTest,ID,java
javacpp,javacpp,EnumTest,ID,java
javacpp,javacpp,PointerTest,ID,java
cucumber-jvm,RerunFormatterTest,should_one_entry_for_each_failing_feature,ID,java
dropwizard,App1Test,customJsonProvider,ID,java
dropwizard,App1Test,customJsonProviderClient,ID,java
dropwizard,App1Test,customJsonProviderRoundtrip,ID,java
dropwizard,DefaultLoggingFactoryPrintErrorMessagesTest,testLogbackStatusPrinterPrintStreamIsRestoredToSystemOut,OD-Vic,java
ebean,bean,ToStringBuilderTest,ID,java
vert.x,CaseInsensitiveHeadersTest,testAddAll2,ID,java
vert.x,CaseInsensitiveHeadersTest,testSetAll,ID,java
vert.x,Http2HeadersAdaptorsTest,testAddAll2,ID,java
vert.x,HttpHeadersAdaptorTest,testAddAll2,ID,java
eco-schema-catalog,InheritingMetadataContainerTest,testCorrectRemoveOfVersionWithNoOriginKey,ID,java
eco-schema-catalog,InheritingMetadataContainerTest,testCorrectRestoreOfVersionOnRemoveOriginKey,ID,java
eco-schema-catalog,InheritingMetadataContainerTest,testGetByVersion3,ID,java
eco-schema-catalog,InheritingMetadataContainerTest,testPut1,ID,java
eco-schema-catalog,InheritingMetadataContainerTest,testPut2,ID,java
eco-schema-catalog,InheritingMetadataContainerTest,testPut3,ID,java
eco-schema-catalog,InheritingMetadataContainerTest,testPutRemove1,ID,java
eco-schema-catalog,InheritingMetadataContainerTest,testRemove1,ID,java
eco-schema-catalog,InheritingMetadataContainerTest,testRemove2,ID,java
ecchronos,TestRepairStateImpl,testPartiallyRepaired,ID,java
para,MockDAOTest,testReadPage,ID,java
esper,TestConfiguration,testFile,ID,java
esper,TestConfiguration,testString,ID,java
esper,TestConfiguration,testURL,ID,java
esper,TestLeafAssemblyNode,testProcess,ID,java
esper,TestSuiteContext,testContextCategory,ID,java
json-schema,ObjectSchemaTest,multipleSchemaDepViolation,ID,java
json-schema,ObjectSchemaTest,toStringNoExplicitType,ID,java
json-schema,ObjectSchemaTest,toStringTest,ID,java
json-schema,ObjectSchemaTest,toStringWithUnprocessedProps,ID,java
jsondoc,JSONDocApiAuthBuilderTest,testApiAuthToken,ID,java
jackson-annotations,JsonIncludePropertiesTest,testFromAnnotation,ID,java
jackson-databind,TestBeanConversions,testConversionIssue288,ID,java
jackson-databind,TestConvertingSerializer,testIssue731,ID,java
jackson-databind,CyclicTypesDeserTest,testIgnoredCycle,ID,java
jackson-databind,MapEntryFormatTest,testAsObjectRoundtrip,ID,java
jackson-databind,MapEntryFormatTest,testDefaultShapeOverride,ID,java
jackson-databind,TestNamingStrategyStd,testUpperSnakeCaseTranslations,OD,java
jackson-databind,TestGenerateJsonSchema,testUnwrapping,ID,java
jackson-databind,ExistingPropertyTest,testExistingPropertySerializationFruits,ID,java
jackson-databind,MapperJDKSerializationTest,testEnumHandlers,ID,java
jackson-databind,MapperJDKSerializationTest,testMapperWithModule,ID,java
jackson-databind,MapperJDKSerializationTest,testObjectMapper,ID,java
jackson-databind,MapperJDKSerializationTest,testObjectWriter,ID,java
jackson-databind,TestConversions,testValueToTree,ID,java
jackson-databind,TestObjectIdWithEquals,testSimpleEquals,ID,java
jackson-databind,AnyGetterTest,testAnyGetterWithMapperDefaultIncludeNonEmptyAndFilterOnBean,ID,java
jackson-databind,SimpleFilterProviderTest,testAddFilterLastOneRemainsFlip,ID,java
jackson-databind,SimpleFilterProviderTest,testAddFilterWithEmptyStringId,ID,java
jackson-databind,TestRootType,testRootNameWithExplicitType,ID,java
jackson-databind,TestPOJOAsArrayWithBuilder,testSimpleBuilder,ID,java
jackson-databind,TestPOJOAsArrayWithBuilder,testUnknownExtraProp,ID,java
jackson-dataformat-xml,AttributesWithJAXBTest,testTwoAttributes,OD,java
jackson-dataformat-xml,ElementWrapperTest,testNoElementWrapper,ID,java
jackson-dataformat-xml,WithJAXBAnnotationsTest,testPersonAsXml,OD,java
jackson-dataformat-xml,Issue101UnwrappedListAttributesTest,testWithTwoAttributes,OD,java
jackson-dataformat-xml,ListAnnotationSharingTest,testAnnotationSharing,OD,java
jackson-dataformat-xml,UnwrappingWithXMLTest,testUnwrappingWithAttribute,OD,java
jackson-dataformat-xml,TestIndentation,testMultiLevel172,OD,java
jackson-dataformat-xml,TestJDKSerializability,testMapper,OD,java
jackson-dataformat-xml,TestSerializationAttr,testIssue6,OD,java
jackson-dataformats-binary,SequenceWriterTest,testSimpleSeqWrite,ID,java
jackson-dataformats-binary,NextXxxParsingTeskt,testNextInt,ID,java
jackson-dataformats-binary,ReadSimpleTest,testReadPointInt,ID,java
jackson-dataformats-binary,ReadSimpleTest,testReadPointLong,ID,java
jackson-dataformats-binary,ReadSimpleTest,testStringArrayWithName,ID,java
jackson-dataformats-binary,WriteArrayTest,testPointArrayPacked,ID,java
jackson-dataformats-binary,WriteArrayTest,testPointArraySparse,ID,java
jackson-dataformats-binary,WriteBinaryTest,testSimpleBinary,ID,java
jackson-dataformats-binary,WriteSimpleTest,testWriteCoord,ID,java
